Resource Name,Cloud Provider ID,Object Type,Native Type,Tags,Subscription,Projects,Cloud Provider,Policy ID,Policy Short Name,Policy Name,Policy Type,Severity,Result,Compliance Check Name (Wiz Subcategory),Category,Framework,Remediation Steps,Assessed At,Created At,Updated At,Subscription Name,Subscription Provider ID,Resource ID,Resource Region,Resource Cloud Platform
AWSCloudFormationStackSetExecutionRole,arn:aws:iam::458452211418:role/AWSCloudFormationStackSetExecutionRole,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",03ede830-f95c-5b42-8c66-01a819d11924,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:25Z,2025-12-10T12:02:25Z,shared-services,458452211418,5e851d78-6071-561a-a908-e4be0412b00f,,AWS
AWSBackupDefaultServiceRole,arn:aws:iam::458452211418:role/service-role/AWSBackupDefaultServiceRole,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",03ede830-f95c-5b42-8c66-01a819d11924,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:25Z,2025-12-10T12:02:25Z,shared-services,458452211418,fbee05c1-40e9-54f6-af5f-a8f84f6dc3a8,,AWS
AWSLandingZoneReadOnlyExecutionRole,arn:aws:iam::458452211418:role/AWSLandingZoneReadOnlyExecutionRole,UserDirectory/ServiceAccount,IAM Role,"{ ""region"":""us"", ""role"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"" }",03ede830-f95c-5b42-8c66-01a819d11924,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,shared-services,458452211418,a4713898-3f3f-560c-a5af-356aa06d319a,,AWS
AWSServiceRoleForAccessAnalyzer,arn:aws:iam::458452211418:role/aws-service-role/access-analyzer.amazonaws.com/AWSServiceRoleForAccessAnalyzer,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"" }",03ede830-f95c-5b42-8c66-01a819d11924,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,shared-services,458452211418,1a7950b2-92e3-56bf-8eb1-ca0b4bac4068,,AWS
AWSLandingZoneAdminExecutionRole,arn:aws:iam::458452211418:role/AWSLandingZoneAdminExecutionRole,UserDirectory/ServiceAccount,IAM Role,"{ ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"" }",03ede830-f95c-5b42-8c66-01a819d11924,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,shared-services,458452211418,d82c71b5-6c8a-5f59-81e2-eb3aa130bc86,,AWS
AWSReservedSSO_rl-aws-bi-cost-optimization-role_331d5cc0bcfa0a55,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-aws-bi-cost-optimization-role_331d5cc0bcfa0a55,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,security,827629684105,9e9d7082-05a1-5f36-bceb-7483be7f0e48,,AWS
AWSReservedSSO_rl-marketplace-billing-access_e27be31dd74abcd7,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-marketplace-billing-access_e27be31dd74abcd7,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,security,827629684105,6075587a-4b43-58c5-b397-8dd68e1cbc6a,,AWS
AWSReservedSSO_EC2_S3_Full_Access_ExceptDelete_c013cf0f0ab01396,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_EC2_S3_Full_Access_ExceptDelete_c013cf0f0ab01396,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Fail,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,security,827629684105,7cfb556c-3fb0-5dd8-be79-132712a05119,,AWS
AWSReservedSSO_RL-Presidio-Access_ee442437ee385936,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_RL-Presidio-Access_ee442437ee385936,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,security,827629684105,5e803f9d-2bca-50a9-bd6e-6729ec1432fc,,AWS
AWSCloudFormationStackSetExecutionRole,arn:aws:iam::827629684105:role/AWSCloudFormationStackSetExecutionRole,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"", ""Environment"":""security"" }",3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,e7c34d52-d8bb-514f-82ac-49adc98837fd,,AWS
AWSReservedSSO_RL-Read-Only-Role_ce723c541ba84abf,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_RL-Read-Only-Role_ce723c541ba84abf,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:24Z,2025-12-10T12:02:24Z,security,827629684105,b94995a3-3c00-554b-834a-8a1b2809fd52,,AWS
AWSReservedSSO_rl-admin-excluding-marketplace_8f6e68fc456589b5,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-admin-excluding-marketplace_8f6e68fc456589b5,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,3e7a80ac-8210-542e-9ead-eba0642b2d0a,,AWS
AWSReservedSSO_rl-aws-admin-users-full-access_e6591b53766900f9,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-aws-admin-users-full-access_e6591b53766900f9,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,e7e3f876-3b3e-52ab-8b1b-fefc4deaf1d6,,AWS
AWSReservedSSO_rl-admin-excluding-mp-billing_536701f0dea59616,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-admin-excluding-mp-billing_536701f0dea59616,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,dc652b1a-2c51-5d73-ba4c-b077ff40e14e,,AWS
AWSLandingZoneSecurityReadOnlyRole,arn:aws:iam::827629684105:role/AWSLandingZoneSecurityReadOnlyRole,UserDirectory/ServiceAccount,IAM Role,"{ ""costcenter"":""1000100534"", ""environment"":""global"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""na"", ""role"":""shared"", ""application"":""infra"" }",3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,f4248a0d-ae9b-5553-a2ef-fc667553d79c,,AWS
AuditValidationExecRole,arn:aws:iam::827629684105:role/AuditValidationExecRole,UserDirectory/ServiceAccount,IAM Role,"{ ""role"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""global"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""na"" }",3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,d4768d30-e459-5fc4-aad0-d36c4110a656,,AWS
AWSReservedSSO_RL-Admin_5a2fb50551bdcbf9,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_RL-Admin_5a2fb50551bdcbf9,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,a7070ae5-7473-5f48-aaaa-122f9a5d9de1,,AWS
AWSLandingZoneReadOnlyExecutionRole,arn:aws:iam::827629684105:role/AWSLandingZoneReadOnlyExecutionRole,UserDirectory/ServiceAccount,IAM Role,"{ ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""global"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""na"", ""role"":""shared"" }",3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,6a17ce95-ad84-5b71-8e8d-c36c65f18d67,,AWS
AWSReservedSSO_RL-Redshift-RDS-FullAccess_6dbb53b6e21050e3,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_RL-Redshift-RDS-FullAccess_6dbb53b6e21050e3,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,4cd27cad-93ce-590e-9f2b-1edde06d4138,,AWS
AWSReservedSSO_RL-Network-Admin-Role_6f479264c4625534,arn:aws:iam::827629684105:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_RL-Network-Admin-Role_6f479264c4625534,UserDirectory/ServiceAccount,IAM Role,,3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,b4ec836d-6e63-5493-90aa-a7c2b6959ff6,,AWS
AWSLandingZoneSecurityAdministratorRole,arn:aws:iam::827629684105:role/AWSLandingZoneSecurityAdministratorRole,UserDirectory/ServiceAccount,IAM Role,"{ ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""na"", ""role"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""global"" }",3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,aa48d815-a12c-5b3e-b9cb-f35ffc06e01f,,AWS
AWSLandingZoneAdminExecutionRole,arn:aws:iam::827629684105:role/AWSLandingZoneAdminExecutionRole,UserDirectory/ServiceAccount,IAM Role,"{ ""environment"":""global"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""na"", ""role"":""shared"", ""application"":""infra"", ""costcenter"":""1000100534"" }",3c293998-ee00-55ec-875e-ab24a02765fa,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:21Z,2025-12-10T12:02:23Z,2025-12-10T12:02:23Z,security,827629684105,40c97942-7456-59a9-858a-cf8f44df85b7,,AWS
AWSEC2RoleforSSM,arn:aws:iam::690121227103:role/AWSEC2RoleforSSM,UserDirectory/ServiceAccount,IAM Role,"{ ""Project"":""shared"", ""Environment"":""prod"" }",695a7499-df93-5024-9761-1ef1de7fc861,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:20Z,2025-12-10T12:02:22Z,2025-12-10T12:02:22Z,RL-IT-Cloud-AWS-PD,690121227103,6ae44690-acd1-5c96-9487-836cb1a33f3d,,AWS
AWSReservedSSO_rl-it-cloud-s3-full-access-role_f46daca9a68b7ea0,arn:aws:iam::690121227103:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-it-cloud-s3-full-access-role_f46daca9a68b7ea0,UserDirectory/ServiceAccount,IAM Role,,695a7499-df93-5024-9761-1ef1de7fc861,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:19Z,2025-12-10T12:02:22Z,2025-12-10T12:02:22Z,RL-IT-Cloud-AWS-PD,690121227103,26f2f0e9-d92e-5bef-b655-bbd6b05cfdd2,,AWS
AWSReservedSSO_rl-aws-bi-cost-optimization-role_1052cd9f8569305e,arn:aws:iam::690121227103:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_rl-aws-bi-cost-optimization-role_1052cd9f8569305e,UserDirectory/ServiceAccount,IAM Role,,695a7499-df93-5024-9761-1ef1de7fc861,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Pass,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:18Z,2025-12-10T12:02:22Z,2025-12-10T12:02:22Z,RL-IT-Cloud-AWS-PD,690121227103,0390303f-9c45-5c27-a429-766ecc891e85,,AWS
AWSReservedSSO_EC2_S3_Full_Access_ExceptDelete_886fb03e85660046,arn:aws:iam::690121227103:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_EC2_S3_Full_Access_ExceptDelete_886fb03e85660046,UserDirectory/ServiceAccount,IAM Role,,695a7499-df93-5024-9761-1ef1de7fc861,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,02880da7-b983-47cf-8d05-26c371344737,IAM-258,IAM role should not use the 'AWSCloudShellFullAccess' managed policy,Cloud Configuration Rule,MEDIUM,Fail,1.22 Ensure access to AWSCloudShellFullAccess is restricted - Level 1 (Manual),1 Identity and Access Management,CIS AWS v2.0.0,"Perform the following command to detach the `AWSCloudShellFullAccess` managed policy from the IAM role via AWS CLI:

```
aws iam detach-role-policy \
    --role-name {{RoleName}} \
    --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess
```",2025-12-10T12:02:18Z,2025-12-10T12:02:22Z,2025-12-10T12:02:22Z,RL-IT-Cloud-AWS-PD,690121227103,deef0f8a-d5de-54d6-b613-99d7a542c9a9,,AWS
